Event Name,Event Time,Status,External Url
Sep 22: Corporate Climate Equity Net Impact Case Competition,"Sep 22, 2021 05:00 PM - Sep 22, 2021 06:00 PM",ATTENDING,
Nov 9: Corporate Climate Equity Net Impact Case Competition,"Nov 09, 2021 06:00 PM - Nov 09, 2021 07:00 PM",ATTENDING,
Dec 9: Corporate Climate Equity Net Impact Case Competition,"Dec 09, 2021 06:00 PM - Dec 09, 2021 07:00 PM",ATTENDING,
Breadfruit Revolution Update ,"May 28, 2021 07:00 PM - May 28, 2021 08:00 PM",NOT_ATTENDING,
Webinar: Renewable Hemp Natural Gas and Carbon Removal Services,"Nov 18, 2021 04:00 PM - Nov 18, 2021 05:00 PM",NOT_ATTENDING,
ShareNett Family Office Symposium: Cleantech's Next Move,"Mar 19, 2021 04:00 PM - Mar 19, 2021 05:00 PM",NOT_ATTENDING,https://attendee.gotowebinar.com/register/2589032537891579919
How To Bypass LinkedIn's 100 Connection Request Limitation,"Aug 27, 2021 02:00 PM - Aug 27, 2021 02:30 PM",NOT_ATTENDING,
Assessing Risk and Optimizing Growth for Each Member,"Nov 30, 2021 07:00 PM - Nov 30, 2021 08:30 PM",NOT_ATTENDING,https://us06web.zoom.us/webinar/register/1216371604025/WN_DkfNvT-3S66_mimf1N5zlw
Introduction to The Human Wisdom Project,"May 28, 2021 06:30 PM - May 28, 2021 07:30 PM",NOT_ATTENDING,https://us02web.zoom.us/meeting/register/tZEtd-2uqj8qH9A24Seu_FCIOpYJ20peaTRs
BLACK PHILANTHROPY MONTH,"Aug 05, 2021 12:00 PM - Aug 05, 2021 04:00 PM",NOT_ATTENDING,https://hopin.com/events/fundblacksummit
GPODS Info Sessions and Open Lectures,"Sep 04, 2021 12:30 PM - Sep 04, 2021 04:30 PM",NOT_ATTENDING,https://bit.ly/3xVIhxG
Activate Potential: Don’t Tell Me What to Do,"Jun 10, 2021 05:00 PM - Jun 10, 2021 05:30 PM",NOT_ATTENDING,https://attendee.gotowebinar.com/register/2436690804835844365
Up-skill your AGILE Mindset,"Jul 25, 2021 10:30 PM - Jul 30, 2021 11:15 AM",NOT_ATTENDING,https://being-agile-train-your-mind.mailchimpsites.com
Jan 27: Corporate Climate Equity Net Impact Case Competition,"Jan 27, 2022 06:00 PM - Jan 27, 2022 07:00 PM",ATTENDING,
1000 Raving Fans,"Sep 28, 2021 05:00 PM - Sep 28, 2021 08:00 PM",NOT_ATTENDING,your1000fans.com/fb
{DeFi}ntech Retreat 2021,"Sep 08, 2021 05:00 PM - Sep 09, 2021 02:00 AM",NOT_ATTENDING,https://www.eventbrite.com/e/defintech-retreat-2021-tickets-151889322051
Jan 12: Massachusetts Investor Club,"Jan 12, 2022 06:00 PM - Jan 12, 2022 08:00 PM",ATTENDING,https://www.eventbrite.com/e/massachusetts-investor-club-tickets-169144607073
Build A Quality Management System That Saves 10 - 15% On Projects,"Nov 18, 2021 05:00 PM - Nov 18, 2021 06:00 PM",NOT_ATTENDING,
"Sep 21: Cracking the Code: Multi-Family, Solar, and Other Renewable Energy","Sep 21, 2021 05:30 PM - Sep 21, 2021 06:30 PM",ATTENDING,https://www.eventbrite.com/e/cracking-the-code-multi-family-solar-and-other-renewable-energy-tickets-146635042359
Colorado Capital Conference 2021,"Aug 24, 2021 11:00 PM - Aug 26, 2021 10:00 PM",ATTENDING,https://rockiesventureclub.wildapricot.org/event-4369086
"Strategic Investment: Critical Minerals, Metals and Osmium ","Sep 30, 2021 12:00 AM - Sep 30, 2021 01:00 AM",ATTENDING,
Feb 24: Corporate Climate Equity Net Impact Case Competition,"Feb 24, 2022 06:00 PM - Feb 24, 2022 07:00 PM",ATTENDING,
AngelMD Pitch Club Innovation in Infectious Disease,"Jul 21, 2021 12:00 AM - Jul 21, 2021 01:30 AM",NOT_ATTENDING,
Oct 5: Pitch your Social Venture Webinar,"Oct 05, 2021 05:00 PM - Oct 05, 2021 06:00 PM",ATTENDING,
INVESTING IN PRECIOUS METALS AND TANGIBLE ASSETS POST BASEL III,"Jul 20, 2021 06:30 PM - Jul 20, 2021 07:30 PM",NOT_ATTENDING,
"The #START2021 Conference -July 16th, 11am Eastern | 8am Pacific","Jul 16, 2021 03:00 PM - Jul 16, 2021 10:00 PM",NOT_ATTENDING,
Social Impact Conference,"Sep 16, 2021 03:00 PM - Sep 16, 2021 05:00 PM",NOT_ATTENDING,https://us02web.zoom.us/j/89721450325?pwd=K1NRNmwxVzFWdVYzYU0yUHVmU2xzZz09
CAN YOU MAKE A BILLION WITH OSMIUM? IT IS A TRILLION DOLLAR MARKET ,"Jul 06, 2021 08:00 PM - Jul 06, 2021 09:00 PM",NOT_ATTENDING,
Introduction to Private Money Authority (Investment Opportunity),"Apr 07, 2021 08:00 PM - Apr 07, 2021 10:00 PM",NOT_ATTENDING,
WEBINAR: Integrating Impact into Infrastructure Investments,"Aug 25, 2021 01:00 PM - Aug 25, 2021 02:00 PM",NOT_ATTENDING,https://us06web.zoom.us/webinar/register/2916285020903/WN_Cp6e8lwJQxGA7PCIT-7hCQ
Collective Healing with Jessica Hsu,"Dec 07, 2021 07:00 PM - Dec 07, 2021 08:00 PM",NOT_ATTENDING,
Stranger Things: The Alternatives Universe,"Dec 01, 2021 02:00 PM - Dec 01, 2021 03:00 PM",NOT_ATTENDING,https://attendee.gotowebinar.com/register/3078848481116161294
Jun 21: 6th Annual Native CDFI Capital Access Convening,"Jun 21, 2021 04:30 PM - Jun 21, 2021 08:00 PM",ATTENDING,https://www.nativecdficonvening.org/
$10M Growth Hacking Mastermind: For Experienced Coaches Only,"Jun 17, 2021 05:00 PM - Jun 17, 2021 06:00 PM",NOT_ATTENDING,
How To Build A $25k/Mo Career Or Executive Coaching Business Via LinkedIn,"Dec 13, 2021 06:30 PM - Dec 13, 2021 08:00 PM",NOT_ATTENDING,
"May 25: Investing with a Racial Justice & Equity Lens, with Sayer Jones","May 25, 2021 11:00 PM - May 26, 2021 12:30 AM",ATTENDING,https://www.eventbrite.com/e/investing-with-a-racial-equity-lens-moderated-by-sayer-jones-tickets-152720568331
Regeneration Pollination Speed Networking,"Apr 17, 2021 12:00 AM - Apr 17, 2021 01:00 AM",NOT_ATTENDING,https://us02web.zoom.us/meeting/register/tZIkdOCupjMvEtW1qo5P7cBK1bcmUithNa--
How to Turn Your Business or Skills Into a Profitable Subscription Program,"Jun 15, 2021 03:00 PM - Jun 15, 2021 04:00 PM",NOT_ATTENDING,https://magnatetv.com/free-webinar
"INVESTING IN PRECIOUS, STRATEGIC AND TECHNOLOGY METALS ","Aug 03, 2021 06:30 PM - Aug 03, 2021 07:30 PM",NOT_ATTENDING,
Student Housing in the COVID-19 Era,"Aug 26, 2020 12:00 AM - Aug 26, 2020 01:30 AM",NOT_ATTENDING,https://go.multifamilyu.com/6-TownHall7
"June 25, 2020: IFC Monthly Deal Doctor,Impact Investing with Dr. Stephanie ","Jun 25, 2020 07:00 PM - Jun 25, 2020 08:00 PM",ATTENDING,https://www.eventbrite.com/e/88610788253
The 10 metatrends driving responsible business for 2021 and beyond,"Feb 17, 2021 03:00 PM - Feb 17, 2021 04:00 PM",NOT_ATTENDING,https://www.eventbrite.ie/e/the-10-metatrends-driving-responsible-business-for-2021-and-beyond-tickets-138733426413
Mar. 12 Corporate Financial Innovation & Impact Investing Panel + Reception,"Mar 12, 2020 09:30 PM - Mar 12, 2020 11:30 PM",ATTENDING,https://www.eventbrite.com/e/corporate-financial-innovation-impact-investing-panel-and-reception-tickets-96839301959
August IFC Monthly Coffee - Deal Doctor: Impact Investing ,"Aug 20, 2020 06:00 PM - Aug 20, 2020 07:00 PM",ATTENDING,https://www.eventbrite.com/e/august-ifc-monthly-coffee-deal-doctor-tickets-88611036997?aff=efbeventtix&fbclid=IwAR1bfilrRz-uoPhJLvraHg1QTKc2Mh-ED5K_lvyU4jgCnlRLxSWReJbhTqs
Impacting Climate Change With Real Green Jobs,"Mar 31, 2020 03:00 PM - Mar 31, 2020 04:00 PM",NOT_ATTENDING,http://bioeconomysolutions.com/events
What do you need to know about Limited Liability Entities?,"Sep 15, 2020 11:30 PM - Sep 16, 2020 12:30 AM",NOT_ATTENDING,https://global.gotomeeting.com/join/213159901
December IFC Monthly Coffee - Deal Doctor: Impact Investing,"Dec 01, 2020 11:30 PM - Dec 02, 2020 12:30 AM",ATTENDING,https://www.eventbrite.com/e/december-ifc-monthly-coffee-deal-doctor-impact-investing-tickets-88611392059
Introduction to Private Money Authority (Investment Opportunity) ,"Mar 18, 2021 07:00 PM - Mar 18, 2021 09:00 PM",NOT_ATTENDING,
Art — A Value Preserving Asset with Conscience?,"Sep 24, 2020 11:00 AM - Sep 24, 2020 02:00 PM",NOT_ATTENDING,
#1 - How an Angel Accelerator can Help You Help Improve the World,"Jan 14, 2021 02:00 AM - Jan 14, 2021 03:30 AM",ATTENDING,https://www.eventbrite.com/e/how-an-angel-accelerator-can-help-you-help-improve-the-world-registration-134693847925?aff=
Money Mission and Millennials,"Feb 27, 2020 05:00 PM - Feb 27, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/money-mission-millennials-tickets-88048821395?fbclid=IwAR1MU5DMf94k9QOK4DjPNgq31rrNntEP_UCon54d0ruy1pneFJZSEVY3gDk
Feb 2: Sustainable Forestry Real Estate,"Feb 02, 2021 06:00 PM - Feb 02, 2021 07:00 PM",ATTENDING,https://www.eventbrite.com/e/sustainable-forestry-real-estate-financial-innovation-impact-investing-tickets-123133326093
Innovate Your Business Or Die,"Jan 15, 2021 03:00 PM - Jan 15, 2021 04:00 PM",NOT_ATTENDING,
New Food Invest ,"Mar 18, 2021 08:00 AM - Mar 18, 2021 09:00 PM",NOT_ATTENDING,https://www.new-food-conference.com/nfi?utm_source=hs_email&utm_medium=email&utm_content=103897216&_hsenc=p2ANqtz-_9mkgYLErb5qit-rr9hS5Qr1Xt7q1HEGbkoMSUa-jvVaUPECuPkV155TCsQslLzXg4Uqw22vsJVzoA8-NOOxMEDMhnZ_ydT20GvqdlYIipUZ8isjI
Destination Startup® 2021,"Feb 16, 2021 03:00 PM - Feb 18, 2021 09:00 PM",ATTENDING,https://www.eventbrite.com/e/destination-startup-tickets-120586995951
Jan 7: Speaker Series: Corporate Financial Innovation and Impact Investing,"Jan 07, 2021 06:00 PM - Jan 07, 2021 07:00 PM",ATTENDING,https://www.eventbrite.com/e/speaker-series-corporate-financial-innovation-and-impact-investing-tickets-102607828778
Feb 16: Indigenous Communities: Invest with Purpose [Invitation Only] ,"Feb 16, 2021 06:30 PM - Feb 16, 2021 09:00 PM",ATTENDING,
"Mar. 17 Fiber, Justice, and Fashion Financial Innovation & Impact Investing","Mar 17, 2020 05:00 PM - Mar 17, 2020 07:00 PM",ATTENDING,https://www.eventbrite.com/e/fiber-justice-and-fashion-financial-innovation-and-impact-investing-tickets-96536773087
Bhutan-Dark Side of Shangri-La. All those accepting invite must register,"Jun 15, 2020 12:00 PM - Jun 15, 2020 02:30 PM",ATTENDING,https://organizer.runtheworld.today/invitation/2750
Dec 15: Introduction to New York Tri-State BIPOC Investor Club Webinar,"Dec 15, 2020 06:00 PM - Dec 15, 2020 07:00 PM",ATTENDING,https://www.eventbrite.com/e/new-york-tri-state-bipoc-investor-club-webinar-tickets-130537578411
Corporate Financial Innovation & Impact Investing 2-day Executive Ed Course,"May 19, 2020 12:00 PM - May 20, 2020 09:00 PM",ATTENDING,https://www.eventbrite.com/e/corporate-financial-innovation-impact-investing-2-day-executive-ed-course-tickets-77975600119
"Dec. 14, *DEADLINE* 2020-21 CO Women Call for Social Ventures","Dec 14, 2020 07:00 PM - Dec 15, 2020 06:30 AM",ATTENDING,https://impactfinctr.co/wiigcclub20
Post-Election Trade Policies & Regulations ,"Nov 02, 2020 07:00 PM - Nov 02, 2020 08:00 PM",ATTENDING,https://app.themissionsuite.com/publicCalendar2.pl?Cal=91982fd3fe76bbb4b1a260e0ebf20b0a&Event=474
Feb 17: Colorado Women's Investor Club,"Feb 17, 2021 06:30 PM - Feb 17, 2021 08:30 PM",ATTENDING,https://www.eventbrite.com/e/colorado-womens-investor-club-tickets-125382772247
Apr 21: Mass Timber & CLT: Sustainable Forestry Investor Club,"Apr 21, 2021 05:30 PM - Apr 21, 2021 07:30 PM",ATTENDING,https://www.eventbrite.com/e/127231884993
Energy Africa Conference,"Nov 12, 2020 03:00 PM - Nov 13, 2020 07:00 PM",NOT_ATTENDING,Http://energyafricaconference.com
May IFC Monthly Coffee - Deal Doctor: Impact Investing with Dr. Stephanie G,"May 11, 2020 07:00 PM - May 11, 2020 09:00 PM",ATTENDING,https://www.eventbrite.com/e/may-ifc-monthly-coffee-deal-doctor-impact-investing-with-dr-stephanie-gripne-online-tickets-88610439209
"July 1: Weekly Webinar, Financial Innovation & Impact Investing","Jul 01, 2020 05:00 PM - Jul 02, 2020 06:00 AM",ATTENDING,https://www.eventbrite.com/e/107508763606
RVC HyperAccelerator Demo Day,"Jan 27, 2020 09:00 PM - Jan 28, 2020 01:30 AM",ATTENDING,https://rockiesventureclub.wildapricot.org/event-3643994
Lightning Round Fast Pitch,"Apr 29, 2021 07:00 PM - Apr 29, 2021 08:30 PM",NOT_ATTENDING,https://us02web.zoom.us/webinar/register/2016194746867/WN_7TpY8KGDT6Sw59aKOBAvNw
How Main Street Bucket Brigade Can Help Save Small Businesses & Nonprofits,"Apr 22, 2020 05:00 PM - Apr 22, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/weekly-financial-innovation-impact-investing-webinar-and-qa-tickets-102692124910
Jul 2: New York State CDFI Investor Club,"Jul 02, 2021 04:00 PM - Jul 02, 2021 06:00 PM",ATTENDING,https://www.eventbrite.com/e/new-york-state-cdfi-investor-club-tickets-144060247077
"Cash, Capital and Collateral","Dec 10, 2020 02:00 PM - Dec 10, 2020 03:00 PM",NOT_ATTENDING,
Investing in CDFI's & Nonprofit Lenders,"Apr 30, 2020 07:00 PM - Apr 30, 2020 08:00 PM",ATTENDING,https://www.eventbrite.com/e/speaker-series-investing-in-cdfis-and-nonprofit-lenders-tickets-91467897945
July 8: Women Series: Women’s Investor Club Case Study,"Jul 08, 2020 05:00 PM - Jul 08, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/107509010344
Online AEC Hackathon - Hacking the Future of Architecture and Construction,"Jul 06, 2020 04:00 PM - Jul 26, 2020 08:00 PM",ATTENDING,https://www.eventbrite.com/e/aec-hackathon-online-tickets-107332043030
Virtual Grand Opening + Fireside Chat with Dr. Grant Stevens,"Nov 12, 2020 11:00 PM - Nov 13, 2020 12:00 AM",ATTENDING,https://us02web.zoom.us/webinar/register/WN_C-sGeZwFQlS3ZmmzmdTmIg
Colorado Women's Investor Club & Women's Impact Investing Giving Circle,"Oct 21, 2020 06:00 PM - Oct 21, 2020 07:00 PM",ATTENDING,https://www.eventbrite.com/e/109881061212
Dec 14: Impact Real Estate Investor Club,"Dec 14, 2020 06:30 PM - Dec 14, 2020 08:30 PM",ATTENDING,https://www.eventbrite.com/e/impact-real-estate-investor-club-tickets-129503647897
June 17: Ensuring Access to Financial Products for Underserved Populations,"Jun 17, 2020 05:00 PM - Jun 17, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/107755778434
Support Girl's Education in Tanzania,"Dec 04, 2020 01:30 AM - Dec 04, 2020 02:30 AM",NOT_ATTENDING,bit.ly/asapraffle2020
Dec. 3  2020-21 CO Women Call for Social Ventures Info Webinar,"Dec 03, 2020 06:00 PM - Dec 03, 2020 07:00 PM",ATTENDING,https://www.eventbrite.com/e/2020-21-co-women-call-for-social-ventures-info-webinar-tickets-131102670617
California Capitalism Part 2,"Sep 24, 2020 05:00 PM - Sep 24, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/california-capitalism-part-2-tickets-113883336124
Employee Ownership & Financial Innovation & Impact Investing 101,"Oct 08, 2020 05:00 PM - Oct 08, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/employee-ownership-financial-innovation-impact-investing-101-tickets-107516978176
The Women in Global Development Leadership Forum,"Oct 26, 2020 01:00 PM - Oct 28, 2020 09:15 PM",NOT_ATTENDING,https://www.wildleadershipforum.org/event/e619096c-fa93-4e2b-917a-ed82df4c1904/websitePage:be6af189-81bb-4bbd-a96a-b16f32f0145e?environment=P2&5S%2CM3%2Ce619096c-fa93-4e2b-917a-ed82df4c1904=
"Digital Assets, Regulation, and The Path to Mainstream Adoption Webinar","Jan 19, 2021 04:00 PM - Jan 19, 2021 05:00 PM",ATTENDING,
"2020 #FAMILYOFFICE ASSOCIATION Matser Class -Tuesday, January 14th-15th ","Jan 14, 2020 05:00 PM - Jan 15, 2020 11:00 PM",ATTENDING,https://familyofficeassociation.com/2020-palo-alto-masterclass/
Good Governance for Sustainable Development - Public Reforms ,"Sep 16, 2020 11:30 AM - Sep 16, 2020 12:30 PM",NOT_ATTENDING,http://ow.ly/C4mw50BoSNO
IFC Senior Advisors: Full Spectrum Capital Partners,"Nov 12, 2020 06:00 PM - Nov 12, 2020 07:00 PM",ATTENDING,https://www.eventbrite.com/e/ifc-senior-advisors-full-spectrum-capital-partners-tickets-128143772473
Impact Measurement Norms for Powerful Results,"Nov 18, 2020 05:00 PM - Nov 18, 2020 06:00 PM",NOT_ATTENDING,https://us02web.zoom.us/webinar/register/4716016862753/WN_KR_Vx6LoSCKgCTxWjY_K2w
Institutional Blockchain: From Infrastructure to Assets,"Feb 25, 2021 06:00 PM - Feb 25, 2021 07:00 PM",NOT_ATTENDING,https://us02web.zoom.us/webinar/register/3616122044196/WN_6V__nqeTQ0a9Ww3XTbqA-A
Interzone ,"Dec 01, 2020 08:00 PM - Dec 03, 2020 10:30 PM",NOT_ATTENDING,https://www.eventbrite.ca/e/interzone-i-the-third-act-tickets-121122652113
Daylight Simulation Tools: Online Certificate Course ,"Sep 21, 2020 09:30 AM - Oct 04, 2020 12:30 PM",NOT_ATTENDING,https://pages.razorpay.com/pl_FT5jNz1dQQzcvm/view
Colorado CDFI and Nonprofit Lender Investor Club,"May 27, 2020 05:00 PM - May 27, 2020 06:00 PM",ATTENDING,
Jun 4: New York State CDFI Investor Club Webinar,"Jun 04, 2021 04:00 PM - Jun 04, 2021 05:00 PM",ATTENDING,https://www.eventbrite.com/e/new-york-state-cdfi-investor-club-informational-webinar-tickets-144082036249
CIA Community Fireside Chat,"Mar 12, 2021 03:00 PM - Mar 12, 2021 05:00 PM",ATTENDING,https://us02web.zoom.us/webinar/register/WN_JfgYinDaRmyFCmV_9hKB6g?fbclid=IwAR0pBbX4xfFu47OrREb_Z1RmU8SYvmqelvX_zB2FyWodV10toVwHF-04gbc
Jan 30th Corporate Financial Innovation and Impact Investing Evening Panel,"Jan 31, 2020 01:30 AM - Jan 31, 2020 03:30 AM",ATTENDING,https://www.eventbrite.com/e/corporate-investing-for-impact-tickets-86951517329
Mar. 16 Financial Innovation & Impact Investing for Divest-Invest Movement,"Mar 16, 2020 05:00 PM - Mar 16, 2020 07:00 PM",ATTENDING,https://www.eventbrite.com/e/financial-innovation-and-impact-investing-for-the-divest-invest-movement-tickets-96530863411
🚀💥🔥- CRE PRO Course - 🔥💥🚀,"Jan 31, 2021 11:00 PM - Feb 01, 2021 12:00 AM",NOT_ATTENDING,
Fintech Retreat 2021,"Jan 19, 2021 06:00 PM - Jan 21, 2021 12:00 AM",NOT_ATTENDING,
Climate Chatter: How Climate Action can Transform Your Brand,"Jun 30, 2020 04:00 PM - Jun 30, 2020 05:00 PM",ATTENDING,https://register.gotowebinar.com/register/5815635165517802510
Main Street Lender Investor Club Launch,"May 27, 2020 05:30 PM - May 27, 2020 08:00 PM",ATTENDING,https://www.eventbrite.com/e/main-street-lender-investor-club-launch-tickets-103548811282
Become The Best Self-Leader You Can Be - Free Live Online Masterclass ,"Sep 14, 2020 10:30 AM - Sep 18, 2020 11:30 AM",NOT_ATTENDING,https://stephanieschustertraining.com/webinar-registration1597208066328
Living Beyond Your Fear - Online Masterclass with Todd L Bauerle ,"Jun 17, 2020 01:00 AM - Jun 17, 2020 02:00 AM",NOT_ATTENDING,https://bit.ly/2ARd07g
"4th Annual Environmental Equity Summit ""Adding Color to the Green Movement""","Oct 19, 2019 02:00 AM - Oct 19, 2019 09:00 AM",ATTENDING,https://www.eventbrite.com/e/4th-annual-environmental-equity-summit-adding-color-to-the-green-movement-tickets-72181022381?fbclid=IwAR29rDLV5UBHY9_ocWHOZIG255a_oUqC40RUpbgygUOsLM1j-bhGkNPlQXg
Part 4: Evaluating Investment Advisor - Donor Advised Fund,"Oct 07, 2020 05:00 PM - Oct 07, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/part-4-evaluating-investment-advisor-donor-advised-fund-tickets-107515999248
"July 30: Sustainable Forestry, Investor Clubs ","Jul 30, 2020 05:00 PM - Jul 31, 2020 06:00 AM",ATTENDING,https://www.eventbrite.com/e/111550071266
"Official ""Screw the Valley"" Relaunch: You're Invited!","Oct 27, 2020 02:00 PM - Oct 27, 2020 06:00 PM",NOT_ATTENDING,https://screwthevalley.substack.com
"Real Estate Summit: Should you buy, sell, or hold in 2021?","Dec 03, 2020 07:00 PM - Dec 03, 2020 08:00 PM",NOT_ATTENDING,https://zoom.us/webinar/register/4816059031751/WN_N2mP2f9JQqu3j1tdhPnLbQ
"June 10, 2020:Colorado as a Case Study for Place-Based PPP Impact Investing","Jun 10, 2020 05:00 PM - Jun 10, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/102692124910
TBLI Conference Europe 2020,"Oct 05, 2020 06:00 AM - Oct 06, 2020 06:00 PM",ATTENDING,https://app.runtheworld.today/invitation/2104
THE HYPER-AUTOMATION HIGHWAY : ACCELERATING YOUR GROWTH AND PROFITABILITY,"Oct 28, 2020 03:30 PM - Oct 28, 2020 04:00 PM",NOT_ATTENDING,https://attendee.gotowebinar.com/register/6679813924385804556?source=LinkedIn+Event+Feed
Renewable Energy & 2021 Market Opportunities,"Jan 15, 2021 08:00 PM - Jan 15, 2021 09:00 PM",NOT_ATTENDING,https://zoom.us/webinar/register/7916097983879/WN_tfGYSRGDTpSuGuPN4gN_Lg
Part 3: Evaluating Investment Advisor - Private Foundation,"Aug 12, 2020 05:00 PM - Aug 12, 2020 06:00 PM",ATTENDING,
"June 3, 2020: Tools for Using your DAF to Invest in Main Street ","Jun 03, 2020 05:00 PM - Jun 03, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/102692124910
Theory of scaling impact by continuous listening,"Jan 19, 2021 05:00 PM - Jan 19, 2021 06:00 PM",NOT_ATTENDING,
3rd ANNUAL AFFORDABLE STUDENT HOUSING SUMMIT 2021 | 27 & 28 MAY 2021 | ,"May 27, 2021 06:00 AM - May 28, 2021 03:00 PM",NOT_ATTENDING,www.africa-insights.com/shop
May 7: New York State CDFI Investor Club Webinar,"May 07, 2021 04:00 PM - May 07, 2021 05:00 PM",ATTENDING,https://www.eventbrite.com/e/new-york-state-cdfi-investor-club-informational-webinar-tickets-144077538797
Your Conversation with Denver Metro Chamber Family Board Leadership,"Oct 29, 2020 03:30 PM - Oct 29, 2020 05:00 PM",ATTENDING,https://www.denversbdc.org/what-we-do/events/your-conversation-with/
Virtual Speed Networking (& Funniest Virtual Background CONTEST!),"Nov 20, 2020 10:00 PM - Nov 20, 2020 10:30 PM",NOT_ATTENDING,https://app.themissionsuite.com/publicCalendar2.pl?Cal=91982fd3fe76bbb4b1a260e0ebf20b0a&Event=489
Sep 16: Sustainable Forestry Investor Club Launch,"Sep 16, 2020 05:30 PM - Sep 16, 2020 08:00 PM",ATTENDING,https://www.eventbrite.com/e/sustainable-forestry-investor-club-launch-tickets-108914078942
Methods of Protest - Arts and Resistance in Black San Francisco,"Oct 30, 2020 07:00 PM - Oct 30, 2020 08:30 PM",NOT_ATTENDING,https://stanforduniversity.qualtrics.com/jfe/form/SV_73Sc3MRpftE7PCd
New Integration: Financial DNA for Client Portals,"Dec 09, 2020 04:00 PM - Dec 09, 2020 05:00 PM",NOT_ATTENDING,https://zoom.us/webinar/register/9116061549535/WN_NRPCFb1GT266wI1S198YwA
Mar. 16 Climate Financial Innovation and Impact Investing,"Mar 17, 2020 01:30 AM - Mar 17, 2020 03:30 AM",ATTENDING,https://www.eventbrite.com/e/climate-financial-innovation-and-impact-investing-tickets-95914064549
Sustainable Finance: How to implement your climate commitments,"Sep 23, 2020 05:00 PM - Sep 23, 2020 06:00 PM",ATTENDING,https://www.southpole.com/en/events/sustainable-finance-how-to-implement-your-climate-commitments
Corporate Series - Sustainable Forestry: For Profits,"Dec 02, 2020 06:00 PM - Dec 02, 2020 07:00 PM",ATTENDING,https://www.eventbrite.com/e/corporate-series-sustainable-forestry-for-profits-tickets-102729619056
2nd Annual Global Virtual Run/Walk To End Homelessness!,"Jul 17, 2021 05:00 AM - Jul 26, 2021 04:59 AM",NOT_ATTENDING,https://www.asafehaven.org/2021-virtual-run-walk/runwalksponsorship/
October IFC Monthly Coffee - Deal Doctor,"Oct 15, 2020 10:30 PM - Oct 15, 2020 11:30 PM",ATTENDING,https://www.eventbrite.com/e/october-ifc-monthly-coffee-deal-doctor-tickets-88611237597
Live with Marketers APAC - Future of Events in 2021,"Jan 29, 2021 03:00 AM - Jan 29, 2021 04:00 AM",NOT_ATTENDING,
Aug 5: Part 2/4: Investment Beliefs and Evidence Based Decision Attribution,"Aug 05, 2020 05:00 PM - Aug 05, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/107511188860
Designing an effective stakeholder survey to improve impact performance,"Mar 03, 2021 05:00 PM - Mar 03, 2021 06:00 PM",NOT_ATTENDING,
Thinking Outside the Box: Leveraging Creativity for Social Impact,"Oct 19, 2020 07:00 PM - Oct 19, 2020 07:45 PM",ATTENDING,https://socialcapitalmarkets.net/socap-virtual/#register
Jan 20: Chamber of Commerce's Financial Innovation & Impact Investing,"Jan 20, 2021 06:00 PM - Jan 20, 2021 07:00 PM",ATTENDING,https://www.eventbrite.com/e/chamber-of-commerces-financial-innovation-impact-investing-tickets-123109998319
August 4: IFC Monthly Coffee - Deal Doctor: Impact Investing ,"Aug 04, 2020 02:00 PM - Aug 04, 2020 03:00 PM",ATTENDING,https://www.eventbrite.com/e/august-ifc-monthly-coffee-deal-doctor-impact-investing-with-dr-stephanie-gripne-tickets-88610912625
Wild Woman Writing Retreat,"Apr 25, 2021 10:00 PM - Apr 30, 2021 10:00 PM",NOT_ATTENDING,https://kami-guildner.mykajabi.com/WWWR2021
Optimal Productivity in Fintech Engineering Version 2.0,"Dec 10, 2020 03:00 PM - Dec 10, 2020 04:00 PM",NOT_ATTENDING,
Sustainable Forestry: Residential Mass Timber & CLT,"Oct 28, 2020 05:00 PM - Oct 28, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/sustainable-forestry-residential-mass-timber-clt-tickets-107517808660
Net Impact at SOCAP 2020,"Oct 19, 2020 02:45 PM - Oct 19, 2020 10:30 PM",ATTENDING,https://socialcapitalmarkets.net/socap-virtual/?promo=NetImpact20
Mar 5: New York State CDFI Investor Club Informational Webinar,"Mar 05, 2021 05:00 PM - Mar 05, 2021 06:00 PM",ATTENDING,https://www.eventbrite.com/e/new-york-state-cdfi-investor-club-informational-webinar-tickets-137331920471
Building Cryptocurrency Exchange Platform,"Dec 15, 2020 05:00 PM - Dec 15, 2020 06:00 PM",NOT_ATTENDING,https://merehead.club/webinar-building-cryptocurrency-exchange
The Currency Conundrum Webinar,"Apr 22, 2021 01:00 PM - Apr 22, 2021 02:00 PM",NOT_ATTENDING,
June 24: Weekly Financial Innovation & Impact Investing Webinar and Q&A,"Jun 24, 2020 05:00 PM - Jun 24, 2020 06:00 PM",ATTENDING,https://www.eventbrite.com/e/107109840416
